id,query1,query2,label
320,卡氏肺孢子虫性肺炎的症状有哪些,卡氏肺孢子虫性肺炎是什么？,0
321,小孩一岁半了咳嗽加哮喘该怎么做？,儿童咳嗽加哮喘怎么治疗？,1
322,我的症状是咳嗽变异性哮喘吗?,过敏性哮喘的症状是什么,0
323,得过胸膜炎以后再发烧会胸疼吗,发烧会不会引起得过胸膜炎的人胸痛,1
324,阿莫西林胶囊是抗生素吗？,阿莫西林胶囊属于抗生素还是消炎药呢,0
325,很容易感冒是怎么回事？,经常容易感冒是咋回事,1
326,23价肺炎疫苗需要打吗,顺庆区接种肺炎疫苗哪个医院好？,0
327,小孩子老是感冒该怎么治疗？,小孩子为什么老是感冒,1
328,产后三十五天小腹坠痛是什么原因造成？,产后三十五天小腹坠痛该怎么办？,0
329,怎样治疗过敏性哮喘最好,四川哪里治疗过敏性哮喘最好？,0
330,结合性胸膜炎检查x光能看出问题吗,结合性胸膜炎检查x光能看出不一样吗,1
331,变异性哮喘能不能治疗好？,变异性哮喘病是否能治？,1
332,怀孕期间感冒了，应该怎么办？,怀孕期间感冒了需要吃药吗,0
333,妈妈感冒了还可以喂奶吗？,妈妈感冒了能传染给宝宝吗？,0
334,宝宝感冒的症状是流鼻涕吗,宝宝流清鼻涕可能是感冒了？,1
335,藿香正气口服液和感冒药能一起用吗,藿香正气口服液和感冒药混合吃行吗,1
336,匹多莫德分散片有哪些成分,匹多莫德分散片可用于呼吸道感染吗,0
337,你好请问哪种病可以吃众生丸,你好请问众生丸主要治什么,1
338,吃东西左胸口疼是否有好办法能彻底根治吗？,吃东西左胸口疼有哪些好的办法能否根治？,1
339,有过敏性哮喘适合哪些运动？,过敏性哮喘康复方法是什么,0
340,2个月婴儿肺炎早期症状有哪些?,新生儿肺炎如何用药？,0
341,来月经感冒了能吃感冒药吗,月经期间可以吃感冒药吗,1
342,十一岁孩子感冒流鼻涕怎么办,儿童感冒流鼻涕该咋办呢,1
343,宝宝上呼吸道感染吃什么药,七个月宝宝上呼吸道感染吃什么药好？,0
344,胸膜炎能在幼儿园上班吗,胸膜炎患者不能去什么地方,0
345,过敏性哮喘患者有哪些症状?,过敏性哮喘患者有什么表现,1
346,7价肺炎疫苗打完周围发红是怎么回事？,7价肺炎疫苗适合多大的人打？,0
347,哺乳期感冒吃什么药好呢？,哺乳期感冒吃什么药效果好？,1
348,上呼吸道感染症状严重吗?,上呼吸道感染吃什么药?,0
349,如何确认新型冠状性肺炎,做冠状动脉造影手术肺炎没有治愈可以做吗？,0
350,胸膜炎与穿内衣的松紧有关吗,胸膜炎与穿内衣的松紧关系大吗,1
351,胸膜炎能在幼儿园上班吗,胸膜炎能去公共场所吗,0
352,请问克拉霉素缓释片一个疗程多少天,克拉霉素缓释片治什么病,0
353,罗红霉素对支原体衣原体尿道炎有效果吗,支原体衣原体尿道炎吃什么药呢,0
354,孕妇感冒了吃什么好的快,孕妇发烧了吃什么药才好,0
355,咳嗽变异性哮喘的危害大吗,咳嗽变异性哮喘的危害大不大？,1
356,罗红霉素颗粒主要治什么啊适合三岁小孩吗,罗红霉素颗粒适合长时间吃吗,0
357,感冒头痛全身酸痛眼睛迷糊怎么回事,感冒头痛全身酸痛眼睛迷糊多喝水有效吗,0
358,宝宝得肺炎的症状有哪些,宝宝肺炎的症状都有哪些,1
359,23价肺炎疫苗需不需要打,23价肺炎疫苗要打几针合适呢？,0
360,服用众生丸不能吃什么吗,服用众生丸不宜吃什么？,1
361,急性胸膜炎是怎么引起的呢？,急性胸膜炎是传染病吗,0
362,葫芦兄弟阿奇霉素干混悬剂效果明显吗,葫芦兄弟阿奇霉素干混悬剂对肠胃有刺激吗,0
363,小儿支原体肺炎治愈的标准？,怎么诊断小儿支原体肺炎？,0
364,变异性哮喘患者应该注意什么?,咳嗽变异性型哮喘的症状有什么？,0
365,服用替硝唑片需要注意什么?,服用替硝唑片时该注意什么呢效果是怎样啊,0
366,如何区别胸膜炎疼和乳腺疼？,乳腺增生是什么病症？,0
367, 肺炎支原体抗体阴性1:40是否正常？,肺炎支原体抗体1：40参考值1：80阴性,1
368,23价肺炎疫苗要打几针合适呢?,顺庆区接种肺炎疫苗哪个医院好？,0
369,冠状病毒的症状,人冠状病毒感染怎么诊断,0
370,咳嗽变异性哮喘一般服用什么药物,咳嗽变异性哮喘有什么症状,0
371,支原体肺炎打点滴好还是吃药效果好？,支原体肺炎有哪些症状？,0
372,消化不良能不能服用百补增力丸,可以长期服用百补增力丸吗,0
373,新型冠状肺炎咳嗽有痰吗,咳嗽会咳成肺炎吗,0
374,咳嗽3个月了，可能是变异性哮喘吗,变异性哮喘影响肺功能吗,0
375,清心沉香八味丸需要怎么吃呢,睡觉多梦心慌需要吃清心沉香八味丸吗,0
376,儿童肺炎咳嗽总是反复怎么回事,肺炎咳嗽喝感冒咳嗽的区别是什么,0
377,维宏阿奇霉素片一天几片,维宏阿奇霉素片一天吃10片可以吗？,0
378,阿莫西林胶囊孕妇能吃吗,阿莫西林胶囊孕妇吃几粒,0
379,23价肺炎疫苗打后发烧正常吗,23价肺炎疫苗打后发烧是病吗,1
380,为什么使用双黄连注射液应做皮试？,使用双黄连注射液前注射皮试有副作用吗？,0
381,早上感觉上呼吸道有异味是什么原因,早上感觉上呼吸道有没有异味,1
382,治疗支气管炎最好的办法是什么？,支气管炎有什么好的饮食方法？,0
383,贝诺脂片可以和阿莫西林胶囊一块吃吗？,贝诺脂片和阿莫西林一块儿吃有药效吗？,0
384,老年人肺气肿有什么症状？,老年人肺气肿吃什么最好？,0
385,巨能清热解毒口服液是处方药吗,巨能清热解毒口服液治疗效果好吗,0
386,上呼吸道感染引起耳聋耳鸣该如何治疗？,上呼吸道感染引起耳聋耳鸣会自己好吗？,0
387,结合性胸膜炎注射利福平有必要吗,结合性胸膜炎能不能注射利福平,1
388,刚出生十多天的宝宝鼻塞流鼻涕该怎么办,宝宝鼻塞流鼻涕能吃什么药管用？,0
389,用化痰消咳片治疗感冒咳嗽一天要吃几次呢,感冒咳嗽服用化痰消咳片一天需要吃多少,1
390,肺炎主要高烧不退怎么办?,肺炎导致的发烧不退怎么办,1
391,孩子肺炎咳嗽反复很是无奈怎么办,肺炎咳嗽喝感冒咳嗽的区别是什么,0
392,孕妇（4个月）感冒可否服用头孢克肟颗粒？,孕妇感冒吃什么药好？,0
393,喉康散刚刚满2周岁的小孩能使用吗,喉康散可以治疗空腔溃疡吗,0
394,九个月的宝宝老是流鼻涕该怎么做？,九个月的宝宝一直流鼻涕如何是好,1
395,特一止咳宝片多少钱可以买的到呢,买特一止咳宝片需要多少钱,1
396,头痛流鼻涕轻微咳嗽痰是黄色的，怎么回事,头痛流鼻涕是不是感冒了,0
397,同仁堂感冒清热颗粒的功能大吗,同仁堂感冒清热颗粒能用于风寒感冒吗,0
398,支原体肺炎和支气管肺炎的区别是什么？,支原体肺炎和支气管肺炎传染吗？,0
399,出生后感染肺炎是哪种病,出生后感染肺炎严重吗,0
400,百利阿莫西林胶囊的主治疾病有哪些？,百利阿莫西林胶囊的功效有什么？,0
401,胸膜炎症状胸膜炎严重不严重,急性胸膜炎，急性胸膜炎严重吗,0
402,新型肺炎的潜伏期,新型冠状病毒肺炎的症状,0
403,有什么方法可以治疗肺气肿？,肺气肿治疗方法有哪些？,1
404,百利阿莫西林胶囊的主治疾病有哪些？,百利阿莫西林胶囊主治什么病？,1
405,肺气肿病情轻重分类有哪些？,肺气肿临床表现症状轻重与什么有关？,0
406,感冒了给孩子喂奶可以吗,感冒了给孩子喂奶有什么影响吗,1
407,3岁小孩肺炎怎么办,平时的时候怎么样预防孩子得肺炎的病？,0
408,成人得了肺炎能彻底治好吗,成人得了肺炎怎么办呀,0
409,吃感冒药后喝酒会有什么危害,吃感冒药后喝酒会有什么危险吗,1
410,肺气肿患者为什么气短，呼吸困难,肺气肿患者吃什么能缓解气短，呼吸困难？,0
411,小孩子一直打喷嚏是感冒了吗,小孩子一直打喷嚏会不会感冒了,1
412,用乐松治疗急性上呼吸道炎的效果如何,乐松是处方药吗,0
413,男性吃阿奇霉素后多久可以怀孕,男性吃阿奇霉素后怀孕需要多久？,1
414,香雪牌抗病毒口服液的作用大不大,香雪牌抗病毒口服液有清热解毒的作用吗,0
415,胸膜炎治疗不当会有什么结果？,胸膜炎治疗不当怎么办,0
416,胸闷气短是胸膜炎的症状吗,胸闷气短是胸膜炎的临床表现吗,1
417,咳嗽喉咙有痰去了医院医院开了回春散可以吗,咳嗽痰多吃回春散效果如何,1
418,孩子肺炎怎么治疗好得快一点,宝宝肺炎有点喘怎么办,0
419,"宝宝一周岁了老是反复发烧,咳嗽",1岁宝宝反复发烧咳嗽如何护理,1
420,感冒最主要的传播途径是什么,感冒的传染期是什么时候？,0
421,结核胸膜炎治愈后能喝酒吗,结核胸膜炎治愈后能运动吗,0
422,肺炎引起的胸膜炎该怎么办,肺炎引起的胸膜炎如何是好,1
423,吃感冒药后喝酒会有什么危害,吃感冒药后喝酒会有什么危险吗,1
424,哺乳期感冒怎么办最有效,哺乳期感冒有效办法是什么,1
425,请问老年人慢支肺气肿怎么治疗？,得了老慢支肺气肿，不知道怎么办,0
426,请问多吃菠菜对肺炎的影响是什么？,肺炎可以多吃菠菜吗,1
427,胸膜炎恢复期间为什么总是前胸痛,前胸痛是什么引起的,0
428,刻康消炎片每个药店的售价都是不一样的吗,刻康消炎片主要成分是什么,0
429,服用清热解毒软胶囊出现头痛该怎么办呢,服用清热解毒软胶囊出现头痛咋办呢,1
430,擤鼻涕的时候感觉耳朵里面出气似的,擤鼻涕的时候感觉耳朵里面出气似的是怎么回事？,1
431,哪些是变异性哮喘的症状并且怎样治疗变异性哮喘,变异性哮喘怎么确诊？,0
432,肺炎支原体弱阳性怎么治疗最佳,怎么治疗肺炎支原体弱阳性最好？,1
433,小孩肺炎的早期症状有哪些?,早期小孩肺炎的症状有哪些,1
434,来月经时能不能吃感冒药,来月经时感冒该怎么办？,0
435,小儿支原体肺炎弱阳性严重吗？,小儿支原体肺炎弱阳性怎么治？,0
436,男性吃阿奇霉素后多久可以怀孕,男性吃阿奇霉素后多长时间可以怀孕,1
437,小孩热伤风有哪些症状?,小孩热伤风有什么症状,1
438,我现在舌头有点上火请问能吃众生丸降火,请问热气上火可以吃众生丸，那湿气重可以吃什么？,0
439,鼻子被鼻涕堵住了，怎么做啊,鼻子被堵住，会引发其他疾病吗？,0
440,孕妇感冒可以喝可乐姜汤吗,孕妇感冒能不能喝可乐姜汤,1
441,由焦虑导致的肠痉挛怎么治疗？,焦虑导致肠痉挛怎么办？,0
442,胸膜炎后遗症吃什么中药,胸膜炎后遗症都有什么表现,0
443,一来月经就感冒是咋回事,一来月经就感冒是什么原因,1
444,孩子一见凉气就咳嗽怎么回事？,孩子一见凉气就咳嗽是什么导致的？,1
445,扁桃体炎能吃克拉霉素分散片吗,扁桃体炎能吃什么药？,0
446,西黄胶囊可不可以治疗肺结节吗,治疗肺结节需要手术吗,0
447,早上感觉上呼吸道有异味吗,早上感觉上呼吸道有没有异味,1
448,请问马应龙的复方甘草口服溶液用法是怎样的？,请问如何使用马应龙的复方甘草口服溶液？,1
449,感冒.咳嗽会引起肺气肿吗？,感冒后经常咳嗽会引起肺气肿吗？,1
450,幼儿肺炎有什么好的偏方吗,小孩肺炎有什么好的治疗方案嘛？,1
451,肺气肿注意事项有哪些,肺气肿要注意些什么,1
452,吃惠菲宣愈美片后发烧了是副作用吗,吃了惠菲宣愈美片之后发烧了是副作用吗,1
453,儿子是支原体肺炎医生开了博利康尼有效果吗？,小孩支原体肺炎有哪些症状？,0
454,肺炎支原体抗体阳性是怎么回事,肺炎支原体抗体呈阳性正常吗,0
455,孕妇得了肺炎怎么办?,怀孕的妈妈得了肺炎怎么治疗?,1
456,新生儿咳嗽是早期肺炎吗,新生儿咳嗽怎么办,0
457,来月经是否可以吃感冒药,来例假时吃感冒药可行吗？,1
458,孕妇上呼吸道感染吃什么药?,受凉会引起孕妇上呼道感染吗,0
459,龙鹿丸吃了嗓子疼是什么情况,龙鹿丸吃多长时间才会有效果,0
460,咳嗽变异性哮喘是什么原因诱发的？,咳嗽变异性哮喘症状是什么？,0
461,过敏性哮喘用一直吃药吗?,过敏性哮喘要吃多长时间的药,1
462,太儿欣罗红霉素干混悬剂怎么吃,如何服用太儿欣罗红霉素干混悬剂？,1
463,怀孕期间吃了感冒药有没有影响?,怀孕期间需要补钙吗,0
464,肺炎引起胸膜炎吃什么药最好？,肺炎引起胸膜炎严重吗？,0
465,请问肺气肿在家要注意些什么？,肺气肿患者在家有什么需要注意的？,1
466,饭前吃阿莫西林饭后吃感康这样冲突吗,饭钱吃了阿莫西林胶囊还能在饭后接着吃感康吗,1
467,孕妇能喝姜汤红糖水吗感冒了,感冒了孕妇能喝姜汤红糖水吗,1
468,胸膜炎复发几率多大复发了是否能治？,胸膜炎不复发有什么症状？,0
469,肺气肿早期咳嗽不断怎么治?,肺气肿早期咳嗽不断该如何是好？,1
470,请问顺尔宁治支原体衣原体肺炎吗有效果吗,请问顺尔宁可以治支原体衣原体肺炎吗会有效果吗？,1
471,老人肺气肿冬天咳嗽厉害是什么原因？,为什么老人肺气肿冬天咳嗽更厉害？,1
472,变异性哮喘的饮食要注意什么，什么不能吃？,变异性哮喘的饮食注意事项有什么忌吃什么？,1
473,肺炎支原体抗体阳性会传染吗，这是什么病,肺炎支原体抗体阳性会不会传染，这是什么病,1
474,复方红豆杉胶囊一个疗程要吃多少天,复方红豆杉胶囊用于中晚期肺癌的患者可以吗,0
475,肺气肿病人有什么饮食禁忌？,肺气肿患者的症状有哪些？,0
476,弗郎西丝菌肺炎食疗方法是什么？,弗郎西丝菌肺炎在饮食上如何治疗？,1
477,小宝长牙反复发烧怎么办,宝宝长牙期间会有哪些表现,0
478,"感冒后,鼻子上火,长疮而且很疼怎么办",鼻子上火注意多喝水不吃药能恢复吗,0
479,一般感冒药吃多了会导致月经推迟吗？,经常吃感冒药会引起月经推迟吗？,1
480,肺炎支原体抗体传播途径有哪些？,肺炎支原体是通过哪种途径传染的?,1
481,变异性哮喘病是怎么造成的？,变异性哮喘可以吃什么食物？,0
482,小儿支原体肺炎要怎么医治？,怎么治疗小儿支原体肺炎？,1
483,怀孕四个月孕妇能闻风油精吗,怀孕四个月孕妇可以闻风油精的味道吗？,1
484,得了肺气肿不能吃什么？,肺气肿不能吃什么东西的？,1
485,小孩肺炎严重吗，要怎么预防,怎么引起的小孩肺炎？,0
486,感冒了还能给孩子喂奶吗?,哺乳期感冒了能喝小柴胡颗粒吗,0
487,导致小儿支原体肺炎的原因有哪些？,小儿支原体肺炎常见吗？,0
488,孕妇感冒了，对胎儿有影响吗？,怀孕前吃的感冒药对胎儿有什么影响？,0
489,得了肺气肿的人能活多久？,什么样人得肺气肿？,0
490,刻康消炎片功能主治主要是什么呢,刻康消炎片副作用大吗,0
491,怀孕快三个月了感冒了怎么办,怀孕快三个月了感冒了怎么办才好,1
492,怀孕七个月了，感冒了怎么治疗,怀孕七个月了需要多运动吗,0
493,哮喘需要做什么检查确诊,哮喘病发病怎么治？,0
494,请问，肺气肿怎么治疗呢？,肺气肿能治好吗？,0
495,我家孩子疑似肺炎怎么办啊？,我家孩子疑似肝炎怎么办啊？,0
496,哮喘和变异性哮喘到底哪个厉害,变异性哮喘怎么办,0
497,我是变异性哮喘，请问可以治疗吗,变异性哮喘症状是什么？,0
498,这段时间扁桃体反复发炎该怎么办呢,冬天扁桃体经常发炎怎么回事,1
